Date,RegionID,RegionName,RegionType,StateName,MonthlyTotalCases,MonthlyTotalDeaths,MonthlyAvgCases,MonthlyAvgDeaths
2020-08-31,55,Wisconsin,State,WI,2165905,32504,69867.90322580645,1048.516129032258
2020-08-31,54,West Virginia,State,WV,262522,4966,8468.451612903225,160.19354838709677
2020-08-31,56,Wyoming,State,WY,102356,991,3301.8064516129034,31.967741935483872
2020-09-30,2,Alaska,State,AK,220233,1265,7341.1,42.166666666666664
2020-09-30,1,Alabama,State,AL,4227298,71419,140909.93333333332,2380.633333333333
2020-09-30,5,Arkansas,State,AR,2173272,32549,72442.4,1084.9666666666667
2020-09-30,4,Arizona,State,AZ,6320568,161423,210685.6,5380.766666666666
2020-09-30,6,California,State,CA,23157818,438311,771927.2666666667,14610.366666666667
2020-09-30,8,Colorado,State,CO,1909117,60271,63637.23333333333,2009.0333333333333
2020-09-30,9,Connecticut,State,CT,1651324,134566,55044.13333333333,4485.533333333334
2020-09-30,11,District of Columbia,State,DC,441301,18516,14710.033333333333,617.2
2020-09-30,10,Delaware,State,DE,572135,18572,19071.166666666668,619.0666666666667
2020-09-30,12,Florida,State,FL,20108236,385716,670274.5333333333,12857.2
2020-09-30,13,Georgia,State,GA,8427889,188261,280929.63333333336,6275.366666666667
2020-09-30,15,Hawaii,State,HI,327696,3146,10923.2,104.86666666666666
2020-09-30,19,Iowa,State,IA,2312934,37216,77097.8,1240.5333333333333
2020-09-30,16,Idaho,State,ID,1106607,12732,36886.9,424.4
2020-09-30,17,Illinois,State,IL,8067391,258320,268913.0333333333,8610.666666666666
2020-09-30,18,Indiana,State,IN,3290139,103916,109671.3,3463.866666666667
2020-09-30,20,Kansas,State,KS,1554737,16808,51824.566666666666,560.2666666666667
2020-09-30,21,Kentucky,State,KY,1873371,33249,62445.7,1108.3
